Price,address,region,bds,ba,sqft 
"$184,000",310 Mack James Rd,"Empire, AL",3,2,"1,216 "
"$95,000",Hull Rd #3,"Empire, AL",Null,Null,Null
"$219,900",Walnut Grove Pl,"Empire, AL",Null,Null,Null
"$182,700",Cherry Blossom Ln #13,"Empire, AL",Null,Null,Null
"$219,900",100 Walnut Grove Pl,"Empire, AL",Null,Null,Null
"$95,000",Hull Rd,"Empire, AL",Null,Null,"1,344 "
"$229,900",5558 Sipsey Rd,"Empire, AL",Null,Null,933 
"$235,000",Bagwell Way,"Empire, AL",Null,Null,Null
Price,address,region,bds,ba,sqft
"$195,000",261 Bent Tree Dr,"Hayden, AL",3,3,"2,346 "
"$234,900",500 Orchard Cir,"Hayden, AL",4,2,"1,861 "
"$69,900",212 Summit Dr,"Hayden, AL",4,3,"2,560 "
"$109,900",320 Creek Rd,"Hayden, AL",3,1,912 
"$289,000",1635 County Highway 26,"Hayden, AL",2,2,"1,400 "
"$289,900",22 Drennen Park Cir,"Hayden, AL",4,4,"1,936 "
"$199,900",172 Willow Parc Dr,"Hayden, AL",4,3,"1,867 "
"$235,000",1556 County Road 9 #9,"Hayden, AL",3,3,"2,981 "
"$442,000",105 Tanah Ln,"Hayden, AL",5,5,"4,653 "
"$70,000",Philpot Rd,"Hayden, AL",Null,Null,Null
"$189,500",325 Ridgewood Dr,"Hayden, AL",4,3,"1,716 "
"$138,900",230 Warrior Trl,"Hayden, AL",3,2,"1,116 "
"$219,900",1005 Armstrong Loop,"Hayden, AL",3,2,"1,665 "
"$34,900",43 Warrior Trl,"Hayden, AL",3,2,"1,232 "
"$47,900",Runway Dr #1,"Hayden, AL",Null,Null,Null
"$239,900",281 Way Back Ln,"Hayden, AL",3,2,"2,175 "
"$77,000",2424 Wallstown Rd,"Hayden, AL",3,2,"2,413 "
"$239,000",54 Lee Cir,"Hayden, AL",4,3,"1,842 "
"$379,900",150 Drennen Park Cir,"Hayden, AL",4,4,"4,419 "
"$289,900",558 Oscar Bradford Rd,"Hayden, AL",4,3,"2,300 "
"$179,000",80 Lucas Dr,"Hayden, AL",Null,Null,Null
"$269,800",149 Willow Parc Dr,"Hayden, AL",4,3,"2,374 "
"$39,900",River Hills Rd #0,"Hayden, AL",Null,Null,Null
"$179,900",460 County Road 226 #226,"Bremen, AL",3,2,"1,600 "
"$29,500",4030 County Highway 11 #1,"Hayden, AL",Null,Null,Null
"$142,500",3705 Graves Gap Rd,"Hayden, AL",3,2,"1,344 "
"$137,500",3695 Graves Gap Rd,"Hayden, AL",3,2,"1,288 "
"$59,900",146 Shan Kel Dr,"Hayden, AL",3,2,"1,680 "
"$77,000",3045 County Road 11,"Hayden, AL",2,1,"1,288 "
"$310,000",3995 County Road 11 #11,"Hayden, AL",3,2,"1,743 "
"$195,000",261 Bent Tree Dr,"Hayden, AL",3,3,"2,346 "
"$234,900",500 Orchard Cir,"Hayden, AL",4,2,"1,861 "
"$69,900",212 Summit Dr,"Hayden, AL",4,3,"2,560 "
"$109,900",320 Creek Rd,"Hayden, AL",3,1,912 
"$289,000",1635 County Highway 26,"Hayden, AL",2,2,"1,400 "
"$289,900",22 Drennen Park Cir,"Hayden, AL",4,4,"1,936 "
"$199,900",172 Willow Parc Dr,"Hayden, AL",4,3,"1,867 "
"$235,000",1556 County Road 9 #9,"Hayden, AL",3,3,"2,981 "
"$442,000",105 Tanah Ln,"Hayden, AL",5,5,"4,653 "
"$70,000",Philpot Rd,"Hayden, AL",Null,Null,Null
"$189,500",325 Ridgewood Dr,"Hayden, AL",4,3,"1,716 "
"$138,900",230 Warrior Trl,"Hayden, AL",3,2,"1,116 "
"$219,900",1005 Armstrong Loop,"Hayden, AL",3,2,"1,665 "
"$34,900",43 Warrior Trl,"Hayden, AL",3,2,"1,232 "
"$47,900",Runway Dr #1,"Hayden, AL",Null,Null,Null
"$239,900",281 Way Back Ln,"Hayden, AL",3,2,"2,175 "
"$77,000",2424 Wallstown Rd,"Hayden, AL",3,2,"2,413 "
"$239,000",54 Lee Cir,"Hayden, AL",4,3,"1,842 "
"$379,900",150 Drennen Park Cir,"Hayden, AL",4,4,"4,419 "
"$289,900",558 Oscar Bradford Rd,"Hayden, AL",4,3,"2,300 "
"$179,000",80 Lucas Dr,"Hayden, AL",Null,Null,Null
"$269,800",149 Willow Parc Dr,"Hayden, AL",4,3,"2,374 "
"$39,900",River Hills Rd #0,"Hayden, AL",Null,Null,Null
"$179,900",460 County Road 226 #226,"Bremen, AL",3,2,"1,600 "
"$29,500",4030 County Highway 11 #1,"Hayden, AL",Null,Null,Null
"$142,500",3705 Graves Gap Rd,"Hayden, AL",3,2,"1,344 "
"$137,500",3695 Graves Gap Rd,"Hayden, AL",3,2,"1,288 "
"$59,900",146 Shan Kel Dr,"Hayden, AL",3,2,"1,680 "
"$77,000",3045 County Road 11,"Hayden, AL",2,1,"1,288 "
"$310,000",3995 County Road 11 #11,"Hayden, AL",3,2,"1,743 "
"$195,000",261 Bent Tree Dr,"Hayden, AL",3,3,"2,346 "
"$234,900",500 Orchard Cir,"Hayden, AL",4,2,"1,861 "
"$69,900",212 Summit Dr,"Hayden, AL",4,3,"2,560 "
"$109,900",320 Creek Rd,"Hayden, AL",3,1,912 
"$289,000",1635 County Highway 26,"Hayden, AL",2,2,"1,400 "
"$289,900",22 Drennen Park Cir,"Hayden, AL",4,4,"1,936 "
"$199,900",172 Willow Parc Dr,"Hayden, AL",4,3,"1,867 "
"$235,000",1556 County Road 9 #9,"Hayden, AL",3,3,"2,981 "
"$442,000",105 Tanah Ln,"Hayden, AL",5,5,"4,653 "
"$70,000",Philpot Rd,"Hayden, AL",Null,Null,Null
"$189,500",325 Ridgewood Dr,"Hayden, AL",4,3,"1,716 "
"$138,900",230 Warrior Trl,"Hayden, AL",3,2,"1,116 "
"$219,900",1005 Armstrong Loop,"Hayden, AL",3,2,"1,665 "
"$34,900",43 Warrior Trl,"Hayden, AL",3,2,"1,232 "
"$47,900",Runway Dr #1,"Hayden, AL",Null,Null,Null
"$239,900",281 Way Back Ln,"Hayden, AL",3,2,"2,175 "
"$77,000",2424 Wallstown Rd,"Hayden, AL",3,2,"2,413 "
"$239,000",54 Lee Cir,"Hayden, AL",4,3,"1,842 "
"$379,900",150 Drennen Park Cir,"Hayden, AL",4,4,"4,419 "
"$289,900",558 Oscar Bradford Rd,"Hayden, AL",4,3,"2,300 "
"$179,000",80 Lucas Dr,"Hayden, AL",Null,Null,Null
"$269,800",149 Willow Parc Dr,"Hayden, AL",4,3,"2,374 "
"$39,900",River Hills Rd #0,"Hayden, AL",Null,Null,Null
"$179,900",460 County Road 226 #226,"Bremen, AL",3,2,"1,600 "
"$29,500",4030 County Highway 11 #1,"Hayden, AL",Null,Null,Null
"$142,500",3705 Graves Gap Rd,"Hayden, AL",3,2,"1,344 "
"$137,500",3695 Graves Gap Rd,"Hayden, AL",3,2,"1,288 "
"$59,900",146 Shan Kel Dr,"Hayden, AL",3,2,"1,680 "
"$77,000",3045 County Road 11,"Hayden, AL",2,1,"1,288 "
"$310,000",3995 County Road 11 #11,"Hayden, AL",3,2,"1,743 "
Price,address,region,bds,ba,sqft
"$89,900",154 McCay Rd,"Locust Fork, AL",3,2,"1,144 "
"$34,900",900 Fred Terry Rd,"Locust Fork, AL",3,2,"1,170 "
"$55,500",Deaver Walker Road Residential,"Locust Fork, AL",Null,Null,Null
"$59,900",210 Payton Ln #43,"Locust Fork, AL",Null,Null,Null
"$27,900",Shady Point Rd #1,"Locust Fork, AL",Null,Null,Null
"$27,900",Shady Point Rd #1,"Locust Fork, AL",Null,Null,Null
"$59,900",210 Payton Ln #43,"Locust Fork, AL",Null,Null,Null
"$14,500",17 Sunny Meadows Dr,"Locust Fork, AL",Null,Null,Null
"$18,000",79 Highway #0,"Locust Fork, AL",Null,Null,Null
"$55,500",Deaver Walker Rd,"Locust Fork, AL",Null,Null,Null
"$159,900",333 Cornelius Rd,"Locust Fork, AL",3,2,"2,500 "
Price,address,region,bds,ba,sqft
"$74,900",56346 US Highway 231,"Oneonta, AL",3,1,"1,326 "
"$199,000",6618 2nd Ave W,"Oneonta, AL",3,3,"2,614 "
"$399,999",127 Broadmoor Loop,"Oneonta, AL",5,4,"6,291 "
"$355,000",990 Alabama Ct,"Oneonta, AL",3,4,"3,900 "
"$225,000",101 Drexal Dr,"Oneonta, AL",4,3,"2,480 "
"$148,900",201 Adams Ave W,"Oneonta, AL",3,2,"1,866 "
"$189,900",53606 U South Hwy #231,"Oneonta, AL",3,2,"2,404 "
"$244,900",307 1st St,"Oneonta, AL",3,2,"1,861 "
"$725,000",1388 Valley Rd,"Oneonta, AL",6,6,"6,580 "
"$89,900",730 Springville Blvd,"Oneonta, AL",2,2,"1,794 "
"$149,900",805 Cotton Ave,"Oneonta, AL",3,2,"2,128 "
"$244,900",306 4th Ave E,"Oneonta, AL",3,3,"2,395 "
"$269,900",411 4th Ave E,"Oneonta, AL",4,3,"3,867 "
"$315,000",105 Yellow Belle,"Oneonta, AL",4,4,"2,712 "
"$79,900",970 Springville Blvd,"Oneonta, AL",2,1,"1,230 "
"$345,000",101 Hickory Ridge Rd,"Oneonta, AL",5,5,"3,414 "
"$245,000",914 Ridgeway Dr,"Oneonta, AL",4,3,"2,200 "
"$279,900",409 1st St N,"Oneonta, AL",4,4,"3,780 "
"$29,900",State Rd #Lot N/A,"Oneonta, AL",Null,Null,Null
"$127,900",601 5th Ave E,"Oneonta, AL",3,2,"2,014 "
"$119,900",516 4th Ave E,"Oneonta, AL",3,1,"1,425 "
"$999,900",57 Carnoustie Ln,"Oneonta, AL",3,5,"5,370 "
"$459,900",21 Prestwick Cir,"Oneonta, AL",4,4,"3,072 "
"$195,699",100 Oak Meadow Ln,"Oneonta, AL",4,3,"1,705 "
"$265,000",400 3rd St N,"Oneonta, AL",4,3,"2,552 "
"$99,000",C C South St,"Oneonta, AL",Null,Null,Null
"$79,900",303 5th St N,"Oneonta, AL",2,1,925 
"$339,000",18 Greenbrier Ln,"Oneonta, AL",4,4,"3,477 "
"$140,500",8 Pine Cir,"Oneonta, AL",3,2,"1,963 "
"$189,900",337 Central Ave,"Oneonta, AL",4,3,"1,813 "
"$74,900",56346 US Highway 231,"Oneonta, AL",3,1,"1,326 "
"$199,000",6618 2nd Ave W,"Oneonta, AL",3,3,"2,614 "
"$399,999",127 Broadmoor Loop,"Oneonta, AL",5,4,"6,291 "
"$355,000",990 Alabama Ct,"Oneonta, AL",3,4,"3,900 "
"$225,000",101 Drexal Dr,"Oneonta, AL",4,3,"2,480 "
"$148,900",201 Adams Ave W,"Oneonta, AL",3,2,"1,866 "
"$189,900",53606 U South Hwy #231,"Oneonta, AL",3,2,"2,404 "
"$244,900",307 1st St,"Oneonta, AL",3,2,"1,861 "
"$725,000",1388 Valley Rd,"Oneonta, AL",6,6,"6,580 "
"$89,900",730 Springville Blvd,"Oneonta, AL",2,2,"1,794 "
"$149,900",805 Cotton Ave,"Oneonta, AL",3,2,"2,128 "
"$244,900",306 4th Ave E,"Oneonta, AL",3,3,"2,395 "
"$269,900",411 4th Ave E,"Oneonta, AL",4,3,"3,867 "
"$315,000",105 Yellow Belle,"Oneonta, AL",4,4,"2,712 "
"$79,900",970 Springville Blvd,"Oneonta, AL",2,1,"1,230 "
"$345,000",101 Hickory Ridge Rd,"Oneonta, AL",5,5,"3,414 "
"$245,000",914 Ridgeway Dr,"Oneonta, AL",4,3,"2,200 "
"$279,900",409 1st St N,"Oneonta, AL",4,4,"3,780 "
"$29,900",State Rd #Lot N/A,"Oneonta, AL",Null,Null,Null
"$127,900",601 5th Ave E,"Oneonta, AL",3,2,"2,014 "
"$119,900",516 4th Ave E,"Oneonta, AL",3,1,"1,425 "
"$999,900",57 Carnoustie Ln,"Oneonta, AL",3,5,"5,370 "
"$459,900",21 Prestwick Cir,"Oneonta, AL",4,4,"3,072 "
"$195,699",100 Oak Meadow Ln,"Oneonta, AL",4,3,"1,705 "
"$265,000",400 3rd St N,"Oneonta, AL",4,3,"2,552 "
"$99,000",C C South St,"Oneonta, AL",Null,Null,Null
"$79,900",303 5th St N,"Oneonta, AL",2,1,925 
"$339,000",18 Greenbrier Ln,"Oneonta, AL",4,4,"3,477 "
"$140,500",8 Pine Cir,"Oneonta, AL",3,2,"1,963 "
"$189,900",337 Central Ave,"Oneonta, AL",4,3,"1,813 "
"$74,900",56346 US Highway 231,"Oneonta, AL",3,1,"1,326 "
"$199,000",6618 2nd Ave W,"Oneonta, AL",3,3,"2,614 "
"$399,999",127 Broadmoor Loop,"Oneonta, AL",5,4,"6,291 "
"$355,000",990 Alabama Ct,"Oneonta, AL",3,4,"3,900 "
"$225,000",101 Drexal Dr,"Oneonta, AL",4,3,"2,480 "
"$148,900",201 Adams Ave W,"Oneonta, AL",3,2,"1,866 "
"$189,900",53606 U South Hwy #231,"Oneonta, AL",3,2,"2,404 "
"$244,900",307 1st St,"Oneonta, AL",3,2,"1,861 "
"$725,000",1388 Valley Rd,"Oneonta, AL",6,6,"6,580 "
"$89,900",730 Springville Blvd,"Oneonta, AL",2,2,"1,794 "
"$149,900",805 Cotton Ave,"Oneonta, AL",3,2,"2,128 "
"$244,900",306 4th Ave E,"Oneonta, AL",3,3,"2,395 "
"$269,900",411 4th Ave E,"Oneonta, AL",4,3,"3,867 "
"$315,000",105 Yellow Belle,"Oneonta, AL",4,4,"2,712 "
"$79,900",970 Springville Blvd,"Oneonta, AL",2,1,"1,230 "
"$345,000",101 Hickory Ridge Rd,"Oneonta, AL",5,5,"3,414 "
"$245,000",914 Ridgeway Dr,"Oneonta, AL",4,3,"2,200 "
"$279,900",409 1st St N,"Oneonta, AL",4,4,"3,780 "
"$29,900",State Rd #Lot N/A,"Oneonta, AL",Null,Null,Null
"$127,900",601 5th Ave E,"Oneonta, AL",3,2,"2,014 "
"$119,900",516 4th Ave E,"Oneonta, AL",3,1,"1,425 "
"$999,900",57 Carnoustie Ln,"Oneonta, AL",3,5,"5,370 "
"$459,900",21 Prestwick Cir,"Oneonta, AL",4,4,"3,072 "
"$195,699",100 Oak Meadow Ln,"Oneonta, AL",4,3,"1,705 "
"$265,000",400 3rd St N,"Oneonta, AL",4,3,"2,552 "
"$99,000",C C South St,"Oneonta, AL",Null,Null,Null
"$79,900",303 5th St N,"Oneonta, AL",2,1,925 
"$339,000",18 Greenbrier Ln,"Oneonta, AL",4,4,"3,477 "
"$140,500",8 Pine Cir,"Oneonta, AL",3,2,"1,963 "
"$189,900",337 Central Ave,"Oneonta, AL",4,3,"1,813 "
"$74,900",56346 US Highway 231,"Oneonta, AL",3,1,"1,326 "
"$199,000",6618 2nd Ave W,"Oneonta, AL",3,3,"2,614 "
"$399,999",127 Broadmoor Loop,"Oneonta, AL",5,4,"6,291 "
"$355,000",990 Alabama Ct,"Oneonta, AL",3,4,"3,900 "
"$225,000",101 Drexal Dr,"Oneonta, AL",4,3,"2,480 "
"$148,900",201 Adams Ave W,"Oneonta, AL",3,2,"1,866 "
"$189,900",53606 U South Hwy #231,"Oneonta, AL",3,2,"2,404 "
"$244,900",307 1st St,"Oneonta, AL",3,2,"1,861 "
"$725,000",1388 Valley Rd,"Oneonta, AL",6,6,"6,580 "
"$89,900",730 Springville Blvd,"Oneonta, AL",2,2,"1,794 "
"$149,900",805 Cotton Ave,"Oneonta, AL",3,2,"2,128 "
"$244,900",306 4th Ave E,"Oneonta, AL",3,3,"2,395 "
"$269,900",411 4th Ave E,"Oneonta, AL",4,3,"3,867 "
"$315,000",105 Yellow Belle,"Oneonta, AL",4,4,"2,712 "
"$79,900",970 Springville Blvd,"Oneonta, AL",2,1,"1,230 "
"$345,000",101 Hickory Ridge Rd,"Oneonta, AL",5,5,"3,414 "
"$245,000",914 Ridgeway Dr,"Oneonta, AL",4,3,"2,200 "
"$279,900",409 1st St N,"Oneonta, AL",4,4,"3,780 "
"$29,900",State Rd #Lot N/A,"Oneonta, AL",Null,Null,Null
"$127,900",601 5th Ave E,"Oneonta, AL",3,2,"2,014 "
"$119,900",516 4th Ave E,"Oneonta, AL",3,1,"1,425 "
"$999,900",57 Carnoustie Ln,"Oneonta, AL",3,5,"5,370 "
"$459,900",21 Prestwick Cir,"Oneonta, AL",4,4,"3,072 "
"$195,699",100 Oak Meadow Ln,"Oneonta, AL",4,3,"1,705 "
"$265,000",400 3rd St N,"Oneonta, AL",4,3,"2,552 "
"$99,000",C C South St,"Oneonta, AL",Null,Null,Null
"$79,900",303 5th St N,"Oneonta, AL",2,1,925 
"$339,000",18 Greenbrier Ln,"Oneonta, AL",4,4,"3,477 "
"$140,500",8 Pine Cir,"Oneonta, AL",3,2,"1,963 "
"$189,900",337 Central Ave,"Oneonta, AL",4,3,"1,813 "
Price,address,region,bds,ba,sqft
"$159,900",3619 Harold Dr,"Birmingham, AL",3,3,"1,476 "
"$135,000",7905 Williams St,"Pinson, AL",4,2,"2,286 "
"$133,000",6815 Ridgeline Way,"Pinson, AL",3,2,"1,121 "
"$154,900",5989 Princess Blvd,"Birmingham, AL",3,2,"1,555 "
"$114,900",3132 Fieldstone Cir,"Birmingham, AL",3,2,"1,495 "
"$259,900",7417 Mountain Laurel Dr,"Pinson, AL",4,3,"1,774 "
"$125,000",5956 Princess Blvd,"Birmingham, AL",2,2,"1,183 "
"$212,751",4460 Prescott Ln,"Pinson, AL",4,2,"2,254 "
"$145,900",3606 Cordelia Dr,"Birmingham, AL",3,2,"1,545 "
"$120,000",4644 Silver Lake Rd,"Pinson, AL",3,1,"1,220 "
"$150,000",5915 Princess Blvd,"Birmingham, AL",3,3,"1,712 "
"$180,000",7100 Faucett Cut Off Rd #1,"Pinson, AL",Null,Null,Null
"$180,000",7100 Faucett Cut Off Rd,"Pinson, AL",Null,Null,Null
"$5,500",4643 Lakes Edge Cv #30,"Pinson, AL",Null,Null,Null
"$250,000",6751 Highway 75 #0,"Pinson, AL",Null,Null,Null
"$217,000",7049 Highway 75 #1,"Pinson, AL",Null,Null,Null
"$217,000",7049 Highway 75 #1,"Pinson, AL",Null,Null,Null
"$195,000",5044 Gold Leaf Ln,"Pinson, AL",3,3,"2,016 "
"$64,400",8783 Marsh Mountain Rd,"Pinson, AL",3,2,"1,576 "
"$239,900",7301 Faucett Cut Off Rd,"Pinson, AL",4,3,"2,418 "
"$134,900",5857 Shane Cir,"Pinson, AL",3,2,"1,563 "
"$189,000",6697 Deerfoot Pkwy,"Pinson, AL",3,2,"1,755 "
"$234,900",5513 Kennesaw Pass,"Pinson, AL",3,2,"1,961 "
"$149,900",769 Chestnut Dr,"Pinson, AL",3,2,"1,366 "
"$249,900",5820 Hummingbird Cir,"Pinson, AL",5,3,"2,675 "
"$219,900",5171 Yorkshire Dr,"Pinson, AL",3,2,"2,365 "
"$215,000",4454 Littleleaf Way,"Pinson, AL",4,4,"2,464 "
"$158,000",5226 Sterling Glen Dr,"Pinson, AL",3,3,"1,752 "
"$84,900",5091 Stonearbor Dr,"Pinson, AL",3,2,"1,178 "
"$249,000",6246 Eagle Ridge Cir,"Pinson, AL",4,3,"2,620 "
"$159,900",3619 Harold Dr,"Birmingham, AL",3,3,"1,476 "
"$135,000",7905 Williams St,"Pinson, AL",4,2,"2,286 "
"$133,000",6815 Ridgeline Way,"Pinson, AL",3,2,"1,121 "
"$154,900",5989 Princess Blvd,"Birmingham, AL",3,2,"1,555 "
"$114,900",3132 Fieldstone Cir,"Birmingham, AL",3,2,"1,495 "
"$259,900",7417 Mountain Laurel Dr,"Pinson, AL",4,3,"1,774 "
"$125,000",5956 Princess Blvd,"Birmingham, AL",2,2,"1,183 "
"$212,751",4460 Prescott Ln,"Pinson, AL",4,2,"2,254 "
"$145,900",3606 Cordelia Dr,"Birmingham, AL",3,2,"1,545 "
"$120,000",4644 Silver Lake Rd,"Pinson, AL",3,1,"1,220 "
"$150,000",5915 Princess Blvd,"Birmingham, AL",3,3,"1,712 "
"$180,000",7100 Faucett Cut Off Rd #1,"Pinson, AL",Null,Null,Null
"$180,000",7100 Faucett Cut Off Rd,"Pinson, AL",Null,Null,Null
"$5,500",4643 Lakes Edge Cv #30,"Pinson, AL",Null,Null,Null
"$250,000",6751 Highway 75 #0,"Pinson, AL",Null,Null,Null
"$217,000",7049 Highway 75 #1,"Pinson, AL",Null,Null,Null
"$217,000",7049 Highway 75 #1,"Pinson, AL",Null,Null,Null
"$195,000",5044 Gold Leaf Ln,"Pinson, AL",3,3,"2,016 "
"$64,400",8783 Marsh Mountain Rd,"Pinson, AL",3,2,"1,576 "
"$239,900",7301 Faucett Cut Off Rd,"Pinson, AL",4,3,"2,418 "
"$134,900",5857 Shane Cir,"Pinson, AL",3,2,"1,563 "
"$189,000",6697 Deerfoot Pkwy,"Pinson, AL",3,2,"1,755 "
"$234,900",5513 Kennesaw Pass,"Pinson, AL",3,2,"1,961 "
"$149,900",769 Chestnut Dr,"Pinson, AL",3,2,"1,366 "
"$249,900",5820 Hummingbird Cir,"Pinson, AL",5,3,"2,675 "
"$219,900",5171 Yorkshire Dr,"Pinson, AL",3,2,"2,365 "
"$215,000",4454 Littleleaf Way,"Pinson, AL",4,4,"2,464 "
"$158,000",5226 Sterling Glen Dr,"Pinson, AL",3,3,"1,752 "
"$84,900",5091 Stonearbor Dr,"Pinson, AL",3,2,"1,178 "
"$249,000",6246 Eagle Ridge Cir,"Pinson, AL",4,3,"2,620 "
"$159,900",3619 Harold Dr,"Birmingham, AL",3,3,"1,476 "
"$135,000",7905 Williams St,"Pinson, AL",4,2,"2,286 "
"$133,000",6815 Ridgeline Way,"Pinson, AL",3,2,"1,121 "
"$154,900",5989 Princess Blvd,"Birmingham, AL",3,2,"1,555 "
"$114,900",3132 Fieldstone Cir,"Birmingham, AL",3,2,"1,495 "
"$259,900",7417 Mountain Laurel Dr,"Pinson, AL",4,3,"1,774 "
"$125,000",5956 Princess Blvd,"Birmingham, AL",2,2,"1,183 "
"$212,751",4460 Prescott Ln,"Pinson, AL",4,2,"2,254 "
"$145,900",3606 Cordelia Dr,"Birmingham, AL",3,2,"1,545 "
"$120,000",4644 Silver Lake Rd,"Pinson, AL",3,1,"1,220 "
"$150,000",5915 Princess Blvd,"Birmingham, AL",3,3,"1,712 "
"$180,000",7100 Faucett Cut Off Rd #1,"Pinson, AL",Null,Null,Null
"$180,000",7100 Faucett Cut Off Rd,"Pinson, AL",Null,Null,Null
"$5,500",4643 Lakes Edge Cv #30,"Pinson, AL",Null,Null,Null
"$250,000",6751 Highway 75 #0,"Pinson, AL",Null,Null,Null
"$217,000",7049 Highway 75 #1,"Pinson, AL",Null,Null,Null
"$217,000",7049 Highway 75 #1,"Pinson, AL",Null,Null,Null
"$195,000",5044 Gold Leaf Ln,"Pinson, AL",3,3,"2,016 "
"$64,400",8783 Marsh Mountain Rd,"Pinson, AL",3,2,"1,576 "
"$239,900",7301 Faucett Cut Off Rd,"Pinson, AL",4,3,"2,418 "
"$134,900",5857 Shane Cir,"Pinson, AL",3,2,"1,563 "
"$189,000",6697 Deerfoot Pkwy,"Pinson, AL",3,2,"1,755 "
"$234,900",5513 Kennesaw Pass,"Pinson, AL",3,2,"1,961 "
"$149,900",769 Chestnut Dr,"Pinson, AL",3,2,"1,366 "
"$249,900",5820 Hummingbird Cir,"Pinson, AL",5,3,"2,675 "
"$219,900",5171 Yorkshire Dr,"Pinson, AL",3,2,"2,365 "
"$215,000",4454 Littleleaf Way,"Pinson, AL",4,4,"2,464 "
"$158,000",5226 Sterling Glen Dr,"Pinson, AL",3,3,"1,752 "
"$84,900",5091 Stonearbor Dr,"Pinson, AL",3,2,"1,178 "
"$249,000",6246 Eagle Ridge Cir,"Pinson, AL",4,3,"2,620 "
"$159,900",3619 Harold Dr,"Birmingham, AL",3,3,"1,476 "
"$135,000",7905 Williams St,"Pinson, AL",4,2,"2,286 "
"$133,000",6815 Ridgeline Way,"Pinson, AL",3,2,"1,121 "
"$154,900",5989 Princess Blvd,"Birmingham, AL",3,2,"1,555 "
"$114,900",3132 Fieldstone Cir,"Birmingham, AL",3,2,"1,495 "
"$259,900",7417 Mountain Laurel Dr,"Pinson, AL",4,3,"1,774 "
"$125,000",5956 Princess Blvd,"Birmingham, AL",2,2,"1,183 "
"$212,751",4460 Prescott Ln,"Pinson, AL",4,2,"2,254 "
"$145,900",3606 Cordelia Dr,"Birmingham, AL",3,2,"1,545 "
"$120,000",4644 Silver Lake Rd,"Pinson, AL",3,1,"1,220 "
"$150,000",5915 Princess Blvd,"Birmingham, AL",3,3,"1,712 "
"$180,000",7100 Faucett Cut Off Rd #1,"Pinson, AL",Null,Null,Null
"$180,000",7100 Faucett Cut Off Rd,"Pinson, AL",Null,Null,Null
"$5,500",4643 Lakes Edge Cv #30,"Pinson, AL",Null,Null,Null
"$250,000",6751 Highway 75 #0,"Pinson, AL",Null,Null,Null
"$217,000",7049 Highway 75 #1,"Pinson, AL",Null,Null,Null
"$217,000",7049 Highway 75 #1,"Pinson, AL",Null,Null,Null
"$195,000",5044 Gold Leaf Ln,"Pinson, AL",3,3,"2,016 "
"$64,400",8783 Marsh Mountain Rd,"Pinson, AL",3,2,"1,576 "
"$239,900",7301 Faucett Cut Off Rd,"Pinson, AL",4,3,"2,418 "
"$134,900",5857 Shane Cir,"Pinson, AL",3,2,"1,563 "
"$189,000",6697 Deerfoot Pkwy,"Pinson, AL",3,2,"1,755 "
"$234,900",5513 Kennesaw Pass,"Pinson, AL",3,2,"1,961 "
"$149,900",769 Chestnut Dr,"Pinson, AL",3,2,"1,366 "
"$249,900",5820 Hummingbird Cir,"Pinson, AL",5,3,"2,675 "
"$219,900",5171 Yorkshire Dr,"Pinson, AL",3,2,"2,365 "
"$215,000",4454 Littleleaf Way,"Pinson, AL",4,4,"2,464 "
"$158,000",5226 Sterling Glen Dr,"Pinson, AL",3,3,"1,752 "
"$84,900",5091 Stonearbor Dr,"Pinson, AL",3,2,"1,178 "
"$249,000",6246 Eagle Ridge Cir,"Pinson, AL",4,3,"2,620 "
"$159,900",3619 Harold Dr,"Birmingham, AL",3,3,"1,476 "
"$135,000",7905 Williams St,"Pinson, AL",4,2,"2,286 "
"$133,000",6815 Ridgeline Way,"Pinson, AL",3,2,"1,121 "
"$154,900",5989 Princess Blvd,"Birmingham, AL",3,2,"1,555 "
"$114,900",3132 Fieldstone Cir,"Birmingham, AL",3,2,"1,495 "
"$259,900",7417 Mountain Laurel Dr,"Pinson, AL",4,3,"1,774 "
"$125,000",5956 Princess Blvd,"Birmingham, AL",2,2,"1,183 "
"$212,751",4460 Prescott Ln,"Pinson, AL",4,2,"2,254 "
"$145,900",3606 Cordelia Dr,"Birmingham, AL",3,2,"1,545 "
"$120,000",4644 Silver Lake Rd,"Pinson, AL",3,1,"1,220 "
"$150,000",5915 Princess Blvd,"Birmingham, AL",3,3,"1,712 "
"$180,000",7100 Faucett Cut Off Rd #1,"Pinson, AL",Null,Null,Null
"$180,000",7100 Faucett Cut Off Rd,"Pinson, AL",Null,Null,Null
"$5,500",4643 Lakes Edge Cv #30,"Pinson, AL",Null,Null,Null
"$250,000",6751 Highway 75 #0,"Pinson, AL",Null,Null,Null
"$217,000",7049 Highway 75 #1,"Pinson, AL",Null,Null,Null
"$217,000",7049 Highway 75 #1,"Pinson, AL",Null,Null,Null
"$195,000",5044 Gold Leaf Ln,"Pinson, AL",3,3,"2,016 "
"$64,400",8783 Marsh Mountain Rd,"Pinson, AL",3,2,"1,576 "
"$239,900",7301 Faucett Cut Off Rd,"Pinson, AL",4,3,"2,418 "
"$134,900",5857 Shane Cir,"Pinson, AL",3,2,"1,563 "
"$189,000",6697 Deerfoot Pkwy,"Pinson, AL",3,2,"1,755 "
"$234,900",5513 Kennesaw Pass,"Pinson, AL",3,2,"1,961 "
